pSymbol,pGroup,pExchSeg,pInstType,pSymbolName,pTrdSymbol,pOptionType,pScripRefKey,pISIN,pAssetCode,pSubGroup,pCombinedSymbol,pDesc,pAmcCode,pContractId,dTickSize ,lLotSize,lExpiryDate ,lMultiplier ,lPrecision,dStrikePrice;,pExchange,pInstName,pExpiryDate,pIssueDate,pMaturityDate,pListingDate,pNoDelStartDate,pNoDelEndDate,pBookClsStartDate,pBookClsEndDate,pRecordDate,pCreditRating,pReAdminDate,pExpulsionDate,pLocalUpdateTime,pDeliveryUnits,pPriceUnits,pLastTradingDate,pTenderPeridEndDate,pTenderPeridStartDate,pSellVarMargin,pBuyVarMargin,pInstrumentInfo,pRemarksText,pSegment,pNav,pNavDate,pMfAmt,pSipSecurity,pFaceValue,pTrdUnits,pExerciseStartDate,pExerciseEndDate,pElmMargin,pVarMargin,pTotProposedLimitValue,pScripBasePrice,pSettlementType,pCurrectionTime,iPermittedToTrade,iBoardLotQty ,iMaxOrderSize ,iLotSize,dOpenInterest ,dHighPriceRange ,dLowPriceRange ,dPriceNum   ,dGenDen,dGenNum,dPriceQuatation ,dIssuerate ,dPriceDen,dWarningQty ,dIssueCapital ,dExposureMargin ,dMinRedemptionQty ,lFreezeQty
137643,XX,nse_fo,OPTSTK,MGL,MGL23APR800PE,PE,MGL23APR800PE,,17534,,,,,,5,800,1367073000,-1,2,80000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366302740,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,24001,800,33600,305,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137644,XX,nse_fo,OPTSTK,MGL,MGL23APR810CE,CE,MGL23APR810CE,,17534,,,,,,5,800,1367073000,-1,2,81000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,20945,Physical,,0,1,24001,800,0,29120,12770,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137645,XX,nse_fo,OPTSTK,MGL,MGL23APR810PE,PE,MGL23APR810PE,,17534,,,,,,5,800,1367073000,-1,2,81000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,24001,800,0,305,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137646,XX,nse_fo,OPTSTK,MGL,MGL23APR820CE,CE,MGL23APR820CE,,17534,,,,,,5,800,1367073000,-1,2,82000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,19945,Physical,,0,1,24001,800,0,28120,11770,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137647,XX,nse_fo,OPTSTK,MGL,MGL23APR820PE,PE,MGL23APR820PE,,17534,,,,,,5,800,1367073000,-1,2,82000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,24001,800,0,305,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137648,XX,nse_fo,OPTSTK,MGL,MGL23APR830CE,CE,MGL23APR830CE,,17534,,,,,,5,800,1367073000,-1,2,83000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,18945,Physical,,0,1,24001,800,0,27120,10770,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137649,XX,nse_fo,OPTSTK,MGL,MGL23APR830PE,PE,MGL23APR830PE,,17534,,,,,,5,800,1367073000,-1,2,83000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,24001,800,32000,305,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
73610,XX,nse_fo,OPTSTK,AMBUJACEM,AMBUJACEM23APR370CE,CE,AMBUJACEM23APR370CE,,1270,,,,,,5,1800,1367073000,-1,2,37000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304168,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,1705,Physical,,0,1,54001,1800,381600,4670,5,1,1,1,0,0,1,0,1.98564e+09,3.5,0,54001
73611,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18100CE,CE,NIFTY23MAY18100CE,,26000,,,,,,5,50,1369492200,-1,2,1.81e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,10680,Cash,,0,1,1801,50,378350,37455,5,1,1,1,0,0,1,0,1e+12,2,0,1801
73612,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18100PE,PE,NIFTY23MAY18100PE,,26000,,,,,,5,50,1369492200,-1,2,1.81e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,43035,Cash,,0,1,1801,50,29500,84075,1995,1,1,1,0,0,1,0,1e+12,2,0,1801
73613,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18150CE,CE,NIFTY23MAY18150CE,,26000,,,,,,5,50,1369492200,-1,2,1.815e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,9055,Cash,,0,1,1801,50,10700,34600,5,1,1,1,0,0,1,0,1e+12,2,0,1801
73614,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18150PE,PE,NIFTY23MAY18150PE,,26000,,,,,,5,50,1369492200,-1,2,1.815e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,61850,Cash,,0,1,1801,50,5950,104120,19580,1,1,1,0,0,1,0,1e+12,2,0,1801
73615,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18200CE,CE,NIFTY23MAY18200CE,,26000,,,,,,5,50,1369492200,-1,2,1.82e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,7785,Cash,,0,1,1801,50,603350,32130,5,1,1,1,0,0,1,0,1e+12,2,0,1801
73616,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18200PE,PE,NIFTY23MAY18200PE,,26000,,,,,,5,50,1369492200,-1,2,1.82e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,50265,Cash,,0,1,1801,50,114050,93735,6795,1,1,1,0,0,1,0,1e+12,2,0,1801
137650,XX,nse_fo,OPTSTK,MGL,MGL23APR840CE,CE,MGL23APR840CE,,17534,,,,,,5,800,1367073000,-1,2,84000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,17950,Physical,,0,1,24001,800,0,26125,9775,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137651,XX,nse_fo,OPTSTK,MGL,MGL23APR840PE,PE,MGL23APR840PE,,17534,,,,,,5,800,1367073000,-1,2,84000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,24001,800,12800,305,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137652,XX,nse_fo,OPTSTK,MGL,MGL23APR850CE,CE,MGL23APR850CE,,17534,,,,,,5,800,1367073000,-1,2,85000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,16950,Physical,,0,1,24001,800,0,25120,8780,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137653,XX,nse_fo,OPTSTK,MGL,MGL23APR850PE,PE,MGL23APR850PE,,17534,,,,,,5,800,1367073000,-1,2,85000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,45,Physical,,0,1,24001,800,96000,345,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137654,XX,nse_fo,OPTSTK,MGL,MGL23APR860CE,CE,MGL23APR860CE,,17534,,,,,,5,800,1367073000,-1,2,86000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,15955,Physical,,0,1,24001,800,800,24115,7795,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137655,XX,nse_fo,OPTSTK,MGL,MGL23APR860PE,PE,MGL23APR860PE,,17534,,,,,,5,800,1367073000,-1,2,86000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5,Physical,,0,1,24001,800,41600,305,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137656,XX,nse_fo,OPTSTK,MGL,MGL23APR870CE,CE,MGL23APR870CE,,17534,,,,,,5,800,1367073000,-1,2,87000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,14960,Physical,,0,1,24001,800,6400,23105,6815,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137657,XX,nse_fo,OPTSTK,MGL,MGL23APR870PE,PE,MGL23APR870PE,,17534,,,,,,5,800,1367073000,-1,2,87000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,10,Physical,,0,1,24001,800,18400,310,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137658,XX,nse_fo,OPTSTK,MGL,MGL23APR880CE,CE,MGL23APR880CE,,17534,,,,,,5,800,1367073000,-1,2,88000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,13970,Physical,,0,1,24001,800,800,22095,5845,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137659,XX,nse_fo,OPTSTK,MGL,MGL23APR880PE,PE,MGL23APR880PE,,17534,,,,,,5,800,1367073000,-1,2,88000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,15,Physical,,0,1,24001,800,90400,315,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
73620,XX,nse_fo,OPTSTK,BRITANNIA,BRITANNIA23JUN4800CE,CE,BRITANNIA23JUN4800CE,,547,,,,,,5,200,1372516200,-1,2,480000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304171,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,6100,Physical,,0,1,6001,200,0,11365,835,1,1,1,0,0,1,0,2.40868e+08,3.5,0,6001
73623,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18250CE,CE,NIFTY23MAY18250CE,,26000,,,,,,5,50,1369492200,-1,2,1.825e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,22750,Cash,,0,1,1801,50,0,45915,5,1,1,1,0,0,1,0,1e+12,2,0,1801
73624,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18250PE,PE,NIFTY23MAY18250PE,,26000,,,,,,5,50,1369492200,-1,2,1.825e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,68425,Cash,,0,1,1801,50,4350,113075,23775,1,1,1,0,0,1,0,1e+12,2,0,1801
73625,XX,nse_fo,OPTSTK,BRITANNIA,BRITANNIA23JUN4800PE,PE,BRITANNIA23JUN4800PE,,547,,,,,,5,200,1372516200,-1,2,480000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304171,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,49130,Physical,,0,1,6001,200,0,67460,30800,1,1,1,0,0,1,0,2.40868e+08,3.5,0,6001
73626,XX,nse_fo,OPTSTK,BRITANNIA,BRITANNIA23JUN4850CE,CE,BRITANNIA23JUN4850CE,,547,,,,,,5,200,1372516200,-1,2,485000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304171,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,5225,Physical,,0,1,6001,200,0,9885,565,1,1,1,0,0,1,0,2.40868e+08,3.5,0,6001
73627,XX,nse_fo,OPTSTK,BRITANNIA,BRITANNIA23JUN4850PE,PE,BRITANNIA23JUN4850PE,,547,,,,,,5,200,1372516200,-1,2,485000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304171,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,53180,Physical,,0,1,6001,200,0,72115,34245,1,1,1,0,0,1,0,2.40868e+08,3.5,0,6001
73628,XX,nse_fo,OPTSTK,BRITANNIA,BRITANNIA23JUN4900CE,CE,BRITANNIA23JUN4900CE,,547,,,,,,5,200,1372516200,-1,2,490000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304171,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,4455,Physical,,0,1,6001,200,0,8555,355,1,1,1,0,0,1,0,2.40868e+08,3.5,0,6001
73629,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18300CE,CE,NIFTY23MAY18300CE,,26000,,,,,,5,50,1369492200,-1,2,1.83e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,5525,Cash,,0,1,1801,50,310450,27530,5,1,1,1,0,0,1,0,1e+12,2,0,1801
137660,XX,nse_fo,OPTSTK,MGL,MGL23APR890CE,CE,MGL23APR890CE,,17534,,,,,,5,800,1367073000,-1,2,89000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,12980,Physical,,0,1,24001,800,6400,21070,4890,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137661,XX,nse_fo,OPTSTK,MGL,MGL23APR890PE,PE,MGL23APR890PE,,17534,,,,,,5,800,1367073000,-1,2,89000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,25,Physical,,0,1,24001,800,38400,325,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137662,XX,nse_fo,OPTSTK,MGL,MGL23APR900CE,CE,MGL23APR900CE,,17534,,,,,,5,800,1367073000,-1,2,90000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,12000,Physical,,0,1,24001,800,34400,20035,3965,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137663,XX,nse_fo,OPTSTK,MGL,MGL23APR900PE,PE,MGL23APR900PE,,17534,,,,,,5,800,1367073000,-1,2,90000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,65,Physical,,0,1,24001,800,192800,365,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137664,XX,nse_fo,OPTSTK,MGL,MGL23APR910CE,CE,MGL23APR910CE,,17534,,,,,,5,800,1367073000,-1,2,91000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,11025,Physical,,0,1,24001,800,12000,18980,3070,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137665,XX,nse_fo,OPTSTK,MGL,MGL23APR910PE,PE,MGL23APR910PE,,17534,,,,,,5,800,1367073000,-1,2,91000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,70,Physical,,0,1,24001,800,32800,370,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137666,XX,nse_fo,OPTSTK,MGL,MGL23APR920CE,CE,MGL23APR920CE,,17534,,,,,,5,800,1367073000,-1,2,92000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,10065,Physical,,0,1,24001,800,80000,17910,2220,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137667,XX,nse_fo,OPTSTK,MGL,MGL23APR920PE,PE,MGL23APR920PE,,17534,,,,,,5,800,1367073000,-1,2,92000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,105,Physical,,0,1,24001,800,116000,440,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137668,XX,nse_fo,OPTSTK,MGL,MGL23APR930CE,CE,MGL23APR930CE,,17534,,,,,,5,800,1367073000,-1,2,93000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,9125,Physical,,0,1,24001,800,56800,16820,1430,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137669,XX,nse_fo,OPTSTK,MGL,MGL23APR930PE,PE,MGL23APR930PE,,17534,,,,,,5,800,1367073000,-1,2,93000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,105,Physical,,0,1,24001,800,123200,590,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
73630,XX,nse_fo,OPTIDX,NIFTY,NIFTY23MAY18300PE,PE,NIFTY23MAY18300PE,,26000,,,,,,5,50,1369492200,-1,2,1.83e+06,NSE,OPTIDX,1369492200,1361664000,1369492200,1361664000,0,0,0,0,0,"            ",0,0,1366304167,,,,,,,,,,FO,,,,,,,1369440000,1369492200,,,,57800,Cash,,0,1,1801,50,17550,103610,11990,1,1,1,0,0,1,0,1e+12,2,0,1801
73631,XX,nse_fo,OPTSTK,BRITANNIA,BRITANNIA23JUN4900PE,PE,BRITANNIA23JUN4900PE,,547,,,,,,5,200,1372516200,-1,2,490000,NSE,OPTSTK,1372516200,1364688000,1372516200,1364688000,0,0,0,0,0,"            ",0,0,1366304171,,,,,,,,,,FO,,,,,,,1372464000,1372516200,,,,57340,Physical,,0,1,6001,200,0,76830,37850,1,1,1,0,0,1,0,2.40868e+08,3.5,0,6001
137670,XX,nse_fo,OPTSTK,MGL,MGL23APR940CE,CE,MGL23APR940CE,,17534,,,,,,5,800,1367073000,-1,2,94000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,8205,Physical,,0,1,24001,800,72000,15700,710,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137671,XX,nse_fo,OPTSTK,MGL,MGL23APR940PE,PE,MGL23APR940PE,,17534,,,,,,5,800,1367073000,-1,2,94000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,115,Physical,,0,1,24001,800,88800,800,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137672,XX,nse_fo,OPTSTK,MGL,MGL23APR950CE,CE,MGL23APR950CE,,17534,,,,,,5,800,1367073000,-1,2,95000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,7315,Physical,,0,1,24001,800,97600,14565,65,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137673,XX,nse_fo,OPTSTK,MGL,MGL23APR950PE,PE,MGL23APR950PE,,17534,,,,,,5,800,1367073000,-1,2,95000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,130,Physical,,0,1,24001,800,175200,1060,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137674,XX,nse_fo,OPTSTK,MGL,MGL23APR960CE,CE,MGL23APR960CE,,17534,,,,,,5,800,1367073000,-1,2,96000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,6295,Physical,,0,1,24001,800,57600,13240,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137675,XX,nse_fo,OPTSTK,MGL,MGL23APR960PE,PE,MGL23APR960PE,,17534,,,,,,5,800,1367073000,-1,2,96000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,160,Physical,,0,1,24001,800,72000,1395,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137676,XX,nse_fo,OPTSTK,MGL,MGL23APR970CE,CE,MGL23APR970CE,,17534,,,,,,5,800,1367073000,-1,2,97000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,5655,Physical,,0,1,24001,800,50400,12240,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137677,XX,nse_fo,OPTSTK,MGL,MGL23APR970PE,PE,MGL23APR970PE,,17534,,,,,,5,800,1367073000,-1,2,97000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,215,Physical,,0,1,24001,800,91200,1810,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137678,XX,nse_fo,OPTSTK,MGL,MGL23APR980CE,CE,MGL23APR980CE,,17534,,,,,,5,800,1367073000,-1,2,98000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,4895,Physical,,0,1,24001,800,53600,11070,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137679,XX,nse_fo,OPTSTK,MGL,MGL23APR980PE,PE,MGL23APR980PE,,17534,,,,,,5,800,1367073000,-1,2,98000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,300,Physical,,0,1,24001,800,234400,2305,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137680,XX,nse_fo,OPTSTK,MGL,MGL23APR990CE,CE,MGL23APR990CE,,17534,,,,,,5,800,1367073000,-1,2,99000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,4185,Physical,,0,1,24001,800,40000,9900,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137681,XX,nse_fo,OPTSTK,MGL,MGL23APR990PE,PE,MGL23APR990PE,,17534,,,,,,5,800,1367073000,-1,2,99000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,440,Physical,,0,1,24001,800,66400,2900,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137682,XX,nse_fo,OPTSTK,MGL,MGL23APR1000CE,CE,MGL23APR1000CE,,17534,,,,,,5,800,1367073000,-1,2,100000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,2840,Physical,,0,1,24001,800,258400,8065,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137683,XX,nse_fo,OPTSTK,MGL,MGL23APR1000PE,PE,MGL23APR1000PE,,17534,,,,,,5,800,1367073000,-1,2,100000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,690,Physical,,0,1,24001,800,191200,3645,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137684,XX,nse_fo,OPTSTK,MGL,MGL23APR1010CE,CE,MGL23APR1010CE,,17534,,,,,,5,800,1367073000,-1,2,101000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,2280,Physical,,0,1,24001,800,62400,6985,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137685,XX,nse_fo,OPTSTK,MGL,MGL23APR1010PE,PE,MGL23APR1010PE,,17534,,,,,,5,800,1367073000,-1,2,101000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,1020,Physical,,0,1,24001,800,63200,4495,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
137686,XX,nse_fo,OPTSTK,MGL,MGL23APR1020CE,CE,MGL23APR1020CE,,17534,,,,,,5,800,1367073000,-1,2,102000,NSE,OPTSTK,1367073000,1359244800,1367073000,1359244800,0,0,0,0,0,"            ",0,0,1366304180,,,,,,,,,,FO,,,,,,,1367020800,1367073000,,,,1695,Physical,,0,1,24001,800,200000,5870,5,1,1,1,0,0,1,0,9.87778e+07,3.5,0,24001
